,country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share,lon,lat
42,Argentina,2012,ARG,41952364.0,827404779520.0,4.184,0.1,191.292,1.018,0.535,368.52,-82.741,-18.335,8.784,0.445,0.39,4.56,0.231,0.202,5.009,0.119,189.813,4.524,0.229,163.008,6975.181,19110.422,503.374,169.397,2123.727,12720.052,4015.675,,22524.42,1.142,1.131,0.027,95.381,2.274,8.469,10.04,177.228,4.224,118.86,2.833,42.24,1.007,85.587,2.04,,,944.953,0.302,0.546,0.925,0.034,0.523,0.494,0.906,0.075,1.141,1.122,1.812,0.806,,0.297,1.467,3.672,0.742,,1.244,0.006,0.01,0.017,0.001,421.2,355.3,-1.479,-0.773,-63.616672,-38.416097
43,Argentina,2013,ARG,42388268.0,847305113600.0,4.581,0.108,189.538,-1.754,-0.917,308.618,-59.902,-16.255,7.281,0.364,0.314,4.471,0.224,0.193,4.84,0.114,198.616,4.686,0.234,167.589,7164.719,19419.039,508.214,170.689,2215.065,12839.132,4103.162,,23186.992,1.16,1.291,0.03,91.338,2.155,8.599,10.168,119.08,2.809,120.81,2.85,44.01,1.038,87.487,2.064,,,982.856,0.317,0.537,0.773,0.032,0.514,0.495,0.903,0.074,1.12,1.131,1.817,0.805,,0.333,1.396,2.573,0.752,,1.235,0.006,0.01,0.017,0.001,431.0,364.48,9.078,4.789,-63.616672,-38.416097
44,Argentina,2014,ARG,42824064.0,825981468672.0,4.336,0.101,188.397,-1.141,-0.602,283.477,-25.14,-8.146,6.62,0.343,0.289,4.399,0.228,0.192,5.536,0.129,185.372,4.329,0.224,171.925,7353.115,19702.518,513.75,172.077,2307.909,12934.213,4187.454,,22881.01,1.186,1.388,0.032,92.844,2.168,8.48,10.013,95.081,2.22,121.59,2.839,43.9,1.025,84.292,1.968,,,979.858,0.289,0.53,0.7,0.037,0.504,0.496,0.899,0.073,1.101,1.14,1.818,0.803,,0.358,1.395,1.933,0.722,,1.226,0.006,0.01,0.018,0.001,428.81,363.15,-3.024,-1.605,-63.616672,-38.416097
45,Argentina,2015,ARG,43257064.0,847854960640.0,4.571,0.106,191.744,3.347,1.777,282.318,-1.159,-0.409,6.527,0.333,0.283,4.433,0.226,0.192,5.467,0.126,200.071,4.625,0.236,176.496,7544.858,19984.834,519.217,173.294,2401.443,13024.787,4274.408,,23037.494,1.175,1.218,0.028,93.535,2.162,8.554,10.075,90.574,2.094,122.12,2.823,43.62,1.008,86.954,2.01,,,996.534,0.316,0.539,0.69,0.037,0.496,0.497,0.896,0.072,1.083,1.147,1.817,0.801,,0.317,1.378,1.682,0.729,,1.217,0.006,0.01,0.018,0.001,435.81,370.0,8.327,4.343,-63.616672,-38.416097
46,Argentina,2016,ARG,43668236.0,828372942848.0,4.029,0.092,189.92,-1.823,-0.951,265.216,-17.102,-6.058,6.073,0.32,0.267,4.349,0.229,0.192,4.192,0.096,187.346,4.29,0.226,180.525,7734.779,20250.051,523.409,174.136,2497.746,13100.082,4358.964,,22709.676,1.197,0.841,0.019,96.303,2.205,8.549,9.234,75.295,1.724,123.69,2.832,46.55,1.066,84.556,1.936,,,991.691,0.271,0.535,0.662,0.029,0.487,0.498,0.892,0.072,1.063,1.155,1.816,0.799,,0.222,1.381,1.663,0.703,,1.209,0.006,0.011,0.018,0.001,403.23,373.33,-2.574,-1.356,-63.616672,-38.416097
47,Argentina,2017,ARG,44054616.0,850482233344.0,4.362,0.099,186.899,-3.022,-1.591,248.601,-16.615,-6.265,5.643,0.292,0.251,4.242,0.22,0.189,4.279,0.097,191.066,4.337,0.225,184.887,7921.678,20498.65,527.688,175.095,2594.188,13161.784,4439.819,,22485.383,1.165,0.96,0.022,96.442,2.189,8.562,9.252,61.702,1.401,127.87,2.903,49.38,1.121,80.856,1.835,,,990.585,0.289,0.518,0.615,0.029,0.479,0.498,0.887,0.071,1.044,1.161,1.814,0.796,,0.245,1.35,1.424,0.66,,1.201,0.006,0.011,0.018,0.001,407.58,377.21,4.167,2.23,-63.616672,-38.416097
48,Argentina,2018,ARG,44413592.0,829373284352.0,4.369,0.098,180.599,-6.3,-3.371,233.104,-15.496,-6.233,5.248,0.281,0.237,4.066,0.218,0.184,4.356,0.098,176.232,3.968,0.212,189.256,8102.278,20731.756,532.045,176.454,2690.311,13214.289,4514.211,,22143.709,1.186,1.359,0.031,96.123,2.164,8.446,9.118,52.505,1.182,127.61,2.873,48.28,1.087,74.392,1.675,,,983.482,0.278,0.49,0.568,0.03,0.471,0.498,0.881,0.07,1.026,1.165,1.81,0.792,,0.33,1.277,1.256,0.606,,1.192,0.006,0.011,0.018,0.001,404.95,375.1,-4.367,-2.418,-63.616672,-38.416097
49,Argentina,2019,ARG,44745516.0,,4.141,0.093,178.512,-2.088,-1.156,222.846,-10.258,-4.401,4.98,,0.239,3.989,,0.192,2.143,0.048,167.255,3.738,,193.397,8280.789,20954.602,534.188,178.225,2785.919,13258.624,4589.06,,20802.248,,1.771,0.04,95.608,2.137,8.248,8.915,44.334,0.991,128.88,2.88,48.61,1.086,74.848,1.673,,,930.807,0.256,0.481,0.535,0.015,0.463,0.497,0.875,0.069,1.011,1.168,1.805,0.788,,0.403,1.25,0.973,0.606,,1.181,0.006,0.011,0.018,0.001,398.91,369.05,-11.257,-6.306,-63.616672,-38.416097
50,Argentina,2020,ARG,45036032.0,,3.508,0.078,169.263,-9.249,-5.181,206.342,-16.504,-7.406,4.582,,0.234,3.758,,0.192,2.642,0.059,159.198,3.535,,196.906,8450.052,21160.943,536.831,180.211,2876.132,13295.703,4659.973,,19558.998,,1.987,0.044,90.213,2.003,,,37.08,0.823,,,,,70.913,1.575,,,880.86,0.214,0.48,0.525,0.019,0.454,0.497,0.869,0.068,0.999,1.169,1.8,0.785,,0.487,1.194,0.914,0.634,,1.171,0.006,0.011,0.019,0.001,,,-10.064,-5.946,-63.616672,-38.416097
51,Argentina,2021,ARG,45276788.0,,4.671,0.103,186.448,17.186,10.153,218.069,11.726,5.683,4.816,,0.229,4.118,,0.196,4.816,0.106,,,,201.576,8636.5,21379.012,541.647,182.536,2970.459,13327.324,4740.281,,21057.426,,2.325,0.051,94.328,2.083,,,31.62,0.698,,,,,80.309,1.774,,,953.413,0.279,0.502,0.531,0.032,0.447,0.497,0.864,0.067,0.989,1.169,1.795,0.783,,0.558,1.191,0.803,0.678,,1.16,0.006,0.011,0.019,0.001,,,,,-63.616672,-38.416097
52,Australia,1970,AUS,12595038.0,242644631552.0,2.228,0.177,147.48,5.356,3.769,232.448,-53.708,-18.769,18.456,0.958,0.408,11.709,0.608,0.259,74.293,5.899,,,,35.638,3243.66,11931.92,2534.566,0.0,3.294,8688.26,670.163,,45263.984,2.35,0.0,0.0,2.755,0.219,,,84.968,6.746,,,,,68.204,5.415,,,570.102,0.772,0.99,1.192,1.304,0.837,0.764,1.302,0.86,0.0,0.014,1.75,0.68,,0.0,0.154,1.848,1.003,,1.926,0.005,0.005,0.012,0.001,,,,,133.775136,-25.274398
53,Australia,1971,AUS,12993837.0,253439754240.0,2.314,0.178,152.63,5.15,3.492,235.106,2.658,1.144,18.094,0.928,0.393,11.746,0.602,0.255,74.262,5.715,,,,37.952,3396.29,12167.026,2608.828,0.0,7.394,8770.737,742.116,,46083.973,2.363,0.0,0.0,4.1,0.316,,,82.477,6.347,,,,,71.954,5.538,,,598.808,0.763,0.984,1.17,1.303,0.832,0.772,1.299,0.869,0.0,0.029,1.75,0.702,,0.0,0.212,1.798,0.999,,1.917,0.005,0.006,0.012,0.001,,,,,133.775136,-25.274398
54,Australia,1972,AUS,13300319.0,260535648256.0,2.436,0.183,157.336,4.706,3.083,174.227,-60.88,-25.894,13.099,0.669,0.278,11.829,0.604,0.251,77.737,5.845,,,,40.388,3553.625,12341.253,2686.565,0.0,13.238,8787.628,813.434,,47073.684,2.403,0.0,0.0,5.844,0.439,,,16.891,1.27,,,,,71.318,5.362,,,626.095,0.758,0.969,0.837,1.365,0.827,0.779,1.289,0.878,0.0,0.047,1.738,0.716,,0.0,0.285,0.368,0.918,,1.912,0.005,0.006,0.013,0.002,,,,,133.775136,-25.274398
55,Australia,1973,AUS,13513318.0,274659475456.0,2.591,0.192,170.828,13.492,8.575,184.751,10.524,6.04,13.672,0.673,0.276,12.641,0.622,0.255,79.714,5.899,,,,42.979,3724.453,12526.004,2766.279,0.0,19.723,8801.552,895.471,,49533.055,2.437,0.0,0.0,6.485,0.48,,,13.923,1.03,,,,,82.037,6.071,,,669.356,0.761,1.0,0.858,1.36,0.823,0.787,1.28,0.887,0.0,0.066,1.725,0.735,,0.0,0.294,0.313,0.997,,1.9,0.006,0.006,0.013,0.002,,,,,133.775136,-25.274398
56,Australia,1974,AUS,13713392.0,281474170880.0,2.568,0.187,172.19,1.362,0.797,156.031,-28.719,-15.545,11.378,0.554,0.219,12.556,0.612,0.242,85.203,6.213,,,,45.548,3896.643,12682.035,2851.482,0.0,27.432,8785.393,972.18,,51912.836,2.529,0.0,0.0,7.709,0.562,,,-16.158,-1.178,,,,,76.71,5.594,,,711.901,0.753,1.012,0.731,1.453,0.818,0.795,1.268,0.897,0.0,0.085,1.708,0.749,,0.0,0.341,-0.374,0.946,,1.89,0.006,0.006,0.013,0.002,,,,,133.775136,-25.274398
57,Australia,1975,AUS,13886865.0,289102987264.0,2.473,0.178,175.714,3.525,2.047,233.129,77.098,49.412,16.788,0.806,0.322,12.653,0.608,0.243,86.943,6.261,,,,48.021,4072.357,12915.164,2938.425,0.0,35.801,8842.808,1050.11,,52128.41,2.504,0.0,0.0,8.369,0.603,,,57.415,4.134,,,,,77.93,5.612,,,723.9,0.729,1.03,1.088,1.44,0.813,0.803,1.264,0.907,0.0,0.103,1.704,0.761,,0.0,0.371,1.314,0.969,,1.884,0.006,0.006,0.013,0.002,,,,,133.775136,-25.274398
58,Australia,1976,AUS,14038078.0,300755714048.0,2.494,0.178,174.075,-1.639,-0.933,218.336,-14.793,-6.345,15.553,0.726,0.291,12.4,0.579,0.232,88.87,6.331,,,,50.514,4246.432,13133.5,3027.295,0.0,45.06,8887.068,1123.562,,53361.164,2.491,0.0,0.0,9.259,0.66,,,44.261,3.153,,,,,73.452,5.232,,,749.088,0.704,0.968,0.979,1.419,0.807,0.808,1.258,0.917,0.0,0.122,1.699,0.767,,0.0,0.388,1.028,0.86,,1.882,0.006,0.006,0.014,0.002,,,,,133.775136,-25.274398
59,Australia,1977,AUS,14193365.0,303887974400.0,2.474,0.174,187.605,13.53,7.773,355.38,137.044,62.767,25.038,1.169,0.452,13.218,0.617,0.239,96.182,6.777,,,,52.989,4434.037,13488.881,3123.477,0.0,56.111,9054.843,1201.46,,55375.77,2.586,0.0,0.0,11.051,0.779,,,167.775,11.821,,,,,77.898,5.488,,,785.969,0.667,1.014,1.551,1.499,0.799,0.815,1.264,0.928,0.0,0.142,1.717,0.774,,0.0,0.453,3.807,0.881,,1.881,0.006,0.006,0.014,0.002,,,,,133.775136,-25.274398
60,Australia,1978,AUS,14355814.0,312728256512.0,2.459,0.171,201.821,14.215,7.577,330.244,-25.136,-7.073,23.004,1.056,0.407,14.058,0.645,0.249,104.08,7.25,,,,55.447,4635.858,13819.125,3227.557,0.0,69.913,9183.267,1282.941,,56508.176,2.594,0.0,0.0,13.802,0.961,,,128.423,8.946,,,,,81.48,5.676,,,811.221,0.623,1.058,1.417,1.593,0.789,0.823,1.268,0.941,0.0,0.167,1.727,0.78,,0.0,0.541,3.041,0.89,,1.871,0.006,0.006,0.014,0.002,,,,,133.775136,-25.274398
61,Australia,1979,AUS,14520529.0,329194274816.0,2.581,0.178,204.87,3.049,1.511,322.045,-8.199,-2.483,22.179,0.978,0.383,14.109,0.622,0.244,107.315,7.391,,,,58.028,4840.728,14141.169,3334.872,0.0,85.199,9300.441,1362.629,,57938.07,2.556,0.0,0.0,15.286,1.053,,,117.175,8.07,,,,,79.688,5.488,,,841.291,0.645,1.044,1.36,1.569,0.782,0.831,1.27,0.953,0.0,0.191,1.736,0.784,,0.0,0.568,2.886,0.859,,1.866,0.006,0.006,0.014,0.002,,,,,133.775136,-25.274398
62,Australia,1980,AUS,14706329.0,335756460032.0,2.652,0.18,220.532,15.662,7.645,325.872,3.827,1.188,22.159,0.971,0.386,14.996,0.657,0.261,117.986,8.023,,,,60.68,5061.259,14467.04,3452.858,0.0,102.87,9405.781,1444.851,,57407.051,2.514,0.0,0.0,17.671,1.202,,,105.34,7.163,,,,,82.222,5.591,,,844.247,0.659,1.131,1.382,1.68,0.775,0.841,1.272,0.968,0.0,0.217,1.742,0.791,,0.0,0.641,2.579,0.919,,1.863,0.006,0.007,0.015,0.002,,,,,133.775136,-25.274398
63,Australia,1981,AUS,14930055.0,348726755328.0,2.954,0.198,230.133,9.602,4.354,385.414,59.542,18.272,25.815,1.105,0.449,15.414,0.66,0.268,121.143,8.114,,,,63.634,5291.393,14852.454,3574.001,0.0,123.231,9561.062,1530.527,,57454.168,2.46,0.0,0.0,20.361,1.364,,,155.28,10.401,,,,,85.675,5.738,,,857.794,0.734,1.209,1.645,1.729,0.773,0.852,1.279,0.982,0.0,0.245,1.757,0.8,,0.0,0.729,3.536,1.002,,1.854,0.006,0.007,0.015,0.002,,,,,133.775136,-25.274398
64,Australia,1982,AUS,15168446.0,348301459456.0,2.823,0.186,233.889,3.756,1.632,318.015,-67.399,-17.487,20.966,0.913,0.374,15.419,0.672,0.275,123.473,8.14,,,,66.457,5525.282,15170.469,3697.474,0.0,145.761,9645.188,1615.59,,56032.074,2.44,0.0,0.0,22.53,1.485,,,84.125,5.546,,,,,85.063,5.608,,,849.919,0.704,1.239,1.365,1.733,0.77,0.863,1.281,0.997,0.0,0.275,1.758,0.809,,0.0,0.825,1.908,1.019,,1.85,0.007,0.007,0.015,0.002,,,,,133.775136,-25.274398
65,Australia,1983,AUS,15383079.0,348353560576.0,2.377,0.155,224.786,-9.104,-3.892,480.093,162.078,50.966,31.209,1.378,0.585,14.613,0.645,0.274,122.29,7.95,,,,68.834,5750.068,15650.562,3819.763,0.44,168.551,9900.495,1692.479,,53366.379,2.357,0.44,0.029,22.79,1.482,,,255.308,16.597,,,,,76.889,4.998,,,820.939,0.58,1.183,2.016,1.672,0.761,0.873,1.296,1.01,0.006,0.303,1.789,0.814,,0.207,0.826,5.314,0.931,,1.842,0.007,0.007,0.015,0.002,,,,,133.775136,-25.274398
66,Australia,1984,AUS,15579478.0,372379582464.0,2.683,0.172,236.362,11.576,5.15,358.63,-121.464,-25.3,23.019,0.963,0.421,15.171,0.635,0.277,127.947,8.213,,,,71.518,5986.43,16009.192,3947.71,0.714,192.602,10022.763,1773.886,,54714.289,2.289,0.275,0.018,24.05,1.544,,,122.268,7.848,,,,,81.407,5.225,,,852.42,0.642,1.202,1.436,1.668,0.756,0.882,1.298,1.023,0.01,0.328,1.794,0.821,,0.147,0.799,2.304,0.977,,1.833,0.007,0.007,0.016,0.002,,,,,133.775136,-25.274398
67,Australia,1985,AUS,15785685.0,391229276160.0,2.891,0.183,240.989,4.627,1.958,310.678,-47.951,-13.371,19.681,0.794,0.354,15.266,0.616,0.275,135.689,8.596,,,,74.409,6227.419,16319.87,4083.399,1.066,222.749,10092.452,1845.795,,55592.77,2.243,0.352,0.022,30.147,1.91,,,69.689,4.415,,,,,71.91,4.555,,,877.57,0.684,1.186,1.223,1.651,0.753,0.891,1.297,1.036,0.015,0.36,1.79,0.822,,0.194,0.966,1.372,0.864,,1.828,0.007,0.007,0.016,0.002,,,,,133.775136,-25.274398
68,Australia,1986,AUS,16012299.0,399344402432.0,2.908,0.182,239.723,-1.266,-0.525,265.957,-44.721,-14.395,16.61,0.666,0.297,14.971,0.6,0.268,134.458,8.397,,,,77.317,6467.142,16585.828,4217.857,1.385,250.841,10118.686,1919.742,,55888.602,2.241,0.319,0.02,28.092,1.754,,,26.234,1.638,,,,,73.947,4.618,,,894.905,0.66,1.162,1.033,1.613,0.749,0.899,1.292,1.048,0.019,0.387,1.778,0.824,,0.188,0.922,0.513,0.862,,1.82,0.007,0.007,0.016,0.002,,,,,133.775136,-25.274398
69,Australia,1987,AUS,16259251.0,419094036480.0,2.878,0.177,255.851,16.128,6.728,244.859,-21.098,-7.933,15.06,0.584,0.266,15.736,0.61,0.278,147.394,9.065,,,,80.195,6722.994,16830.688,4365.251,1.641,279.813,10107.694,1996.094,,56655.855,2.198,0.256,0.016,28.972,1.782,,,-10.992,-0.676,,,,,76.352,4.696,,,921.182,0.627,1.203,0.928,1.71,0.744,0.907,1.284,1.062,0.022,0.41,1.761,0.826,,0.157,0.877,-0.215,0.882,,1.808,0.007,0.008,0.016,0.002,,,,,133.775136,-25.274398
70,Australia,1988,AUS,16525901.0,437912797184.0,3.136,0.19,260.88,5.029,1.965,235.122,-9.737,-3.977,14.227,0.537,0.244,15.786,0.596,0.271,150.502,9.107,,,,83.33,6983.874,17065.809,4515.753,1.99,309.499,10081.936,2073.302,,58299.434,2.2,0.348,0.021,29.686,1.796,,,-25.758,-1.559,,,,,77.208,4.672,,,963.451,0.648,1.18,0.865,1.689,0.74,0.915,1.276,1.075,0.026,0.432,1.741,0.827,,0.188,0.856,-0.509,0.86,,1.794,0.007,0.008,0.017,0.002,,,,,133.775136,-25.274398
71,Australia,1989,AUS,16796586.0,457176154112.0,3.38,0.201,277.487,16.607,6.366,241.397,6.274,2.669,14.372,0.528,0.239,16.52,0.607,0.274,161.791,9.632,,,,86.71,7261.361,17307.205,4677.544,2.524,339.844,10045.846,2154.738,,60255.328,2.214,0.535,0.032,30.345,1.807,,,-36.09,-2.149,,,,,81.436,4.848,,,1012.084,0.685,1.238,0.885,1.816,0.737,0.925,1.268,1.09,0.032,0.451,1.72,0.829,,0.355,0.834,-0.741,0.892,,1.781,0.007,0.008,0.017,0.002,,,,,133.775136,-25.274398
72,Australia,1990,AUS,17048002.0,464136601600.0,3.463,0.203,278.154,0.667,0.24,263.388,21.992,9.11,15.45,0.567,0.255,16.316,0.599,0.269,141.88,8.322,243.168,14.264,0.524,90.173,7539.515,17570.596,4819.424,9.797,374.299,10031.079,2243.58,2.242,60597.098,2.226,7.272,0.427,34.455,2.021,28.566,31.757,-14.766,-0.866,141.07,8.275,80.09,4.698,88.842,5.211,0.132,2.242,1033.059,0.701,1.222,0.953,1.633,0.736,0.933,1.262,1.101,0.12,0.473,1.703,0.834,0.121,2.715,0.899,-0.303,0.961,0.998,1.772,0.007,0.008,0.017,0.002,541.39,487.0,-34.986,-12.578,133.775136,-25.274398
73,Australia,1991,AUS,17271092.0,461003816960.0,3.183,0.184,279.529,1.374,0.494,230.871,-32.518,-12.346,13.367,0.501,0.225,16.185,0.606,0.273,146.083,8.458,243.848,14.119,0.529,93.356,7819.043,17801.463,4965.507,16.798,407.085,9982.421,2331.825,4.472,59365.438,2.224,7.001,0.405,32.786,1.898,28.197,31.346,-48.658,-2.817,140.91,8.159,79.09,4.579,88.246,5.109,0.129,2.23,1025.306,0.627,1.203,0.824,1.698,0.732,0.94,1.253,1.113,0.198,0.49,1.681,0.836,0.216,2.474,0.839,-1.023,0.908,1.028,1.764,0.007,0.008,0.017,0.002,541.38,486.99,-35.681,-12.765,133.775136,-25.274398
74,Australia,1992,AUS,17462500.0,477843226624.0,2.923,0.167,284.525,4.997,1.788,310.76,79.889,34.603,17.796,0.65,0.298,16.294,0.595,0.273,150.051,8.593,246.449,14.113,0.516,96.279,8103.569,18112.225,5115.559,24.102,441.055,10008.656,2419.742,6.831,59681.504,2.181,7.304,0.418,33.97,1.945,27.926,31.04,26.234,1.502,138.9,7.954,78.2,4.478,87.917,5.035,0.135,2.36,1042.188,0.553,1.26,1.131,1.787,0.725,0.949,1.251,1.125,0.276,0.507,1.672,0.84,0.299,2.916,0.858,0.536,0.953,1.086,1.754,0.007,0.008,0.017,0.002,542.04,487.65,-38.076,-13.382,133.775136,-25.274398
75,Australia,1993,AUS,17631514.0,500840595456.0,3.005,0.17,288.871,4.345,1.527,331.19,20.43,6.574,18.784,0.661,0.311,16.384,0.577,0.271,150.099,8.513,247.403,14.032,0.494,99.284,8392.439,18443.414,5265.657,31.239,476.725,10050.975,2510.129,9.405,60350.93,2.125,7.137,0.405,35.67,2.023,27.78,30.865,42.319,2.4,137.46,7.796,77.92,4.419,90.387,5.126,0.146,2.574,1064.078,0.545,1.266,1.196,1.766,0.717,0.957,1.25,1.137,0.349,0.524,1.666,0.844,0.376,2.924,0.877,0.868,0.979,1.189,1.747,0.007,0.008,0.018,0.002,544.2,489.81,-41.467,-14.355,133.775136,-25.274398
76,Australia,1994,AUS,17805506.0,527346171904.0,3.484,0.196,293.697,4.826,1.671,315.168,-16.022,-4.838,17.701,0.598,0.285,16.495,0.557,0.266,151.376,8.502,255.788,14.366,0.485,102.768,8686.136,18758.582,5417.034,38.119,513.757,10072.446,2602.053,12.405,62085.629,2.096,6.88,0.386,37.032,2.08,27.844,30.899,21.471,1.206,138.45,7.776,77.71,4.364,91.924,5.163,0.168,3.0,1105.466,0.592,1.279,1.115,1.771,0.712,0.965,1.247,1.148,0.414,0.54,1.655,0.849,0.456,2.774,0.903,0.405,0.992,1.385,1.739,0.007,0.009,0.018,0.002,550.17,495.78,-37.908,-12.907,133.775136,-25.274398
77,Australia,1995,AUS,18003002.0,549172871168.0,3.358,0.187,305.003,11.306,3.85,495.751,180.583,57.298,27.537,0.903,0.429,16.942,0.555,0.264,155.719,8.65,261.404,14.52,0.476,106.126,8991.139,19254.334,5572.752,45.18,553.588,10263.193,2698.179,15.313,64117.027,2.102,7.061,0.392,39.831,2.212,27.97,30.994,190.748,10.595,137.05,7.613,77.5,4.305,96.127,5.339,0.162,2.908,1154.299,0.539,1.3,1.725,1.771,0.705,0.974,1.256,1.16,0.478,0.557,1.671,0.854,0.52,2.883,0.946,3.607,1.027,1.301,1.732,0.007,0.009,0.018,0.002,557.98,503.55,-43.599,-14.295,133.775136,-25.274398
78,Australia,1996,AUS,18211850.0,574551425024.0,3.244,0.178,311.886,6.883,2.257,514.835,19.084,3.85,28.269,0.896,0.433,17.125,0.543,0.263,160.375,8.806,267.776,14.703,0.466,109.37,9303.024,19769.168,5733.127,51.941,593.353,10466.144,2796.876,18.357,65239.766,2.068,6.761,0.371,39.765,2.183,27.508,30.61,202.949,11.144,131.56,7.224,71.87,3.946,98.697,5.419,0.167,3.044,1188.137,0.511,1.291,1.748,1.779,0.697,0.982,1.266,1.171,0.535,0.572,1.69,0.859,0.58,2.735,0.905,3.84,1.023,1.372,1.721,0.007,0.009,0.018,0.002,557.47,500.98,-44.11,-14.143,133.775136,-25.274398
79,Australia,1997,AUS,18410254.0,600621056000.0,3.185,0.173,320.283,8.396,2.692,457.902,-56.933,-11.058,24.872,0.762,0.376,17.397,0.533,0.263,167.67,9.107,275.319,14.955,0.458,112.554,9623.308,20227.07,5900.798,58.628,634.428,10603.763,2895.264,21.635,66120.117,2.027,6.687,0.363,41.074,2.231,27.556,30.79,137.62,7.475,134.08,7.283,71.78,3.899,98.388,5.344,0.178,3.278,1217.288,0.482,1.318,1.458,1.87,0.689,0.99,1.269,1.184,0.589,0.586,1.693,0.863,0.639,2.666,0.931,1.937,1.005,1.466,1.71,0.007,0.009,0.018,0.002,566.85,507.31,-44.964,-14.039,133.775136,-25.274398
80,Australia,1998,AUS,18601666.0,634305052672.0,3.475,0.187,334.076,13.793,4.307,536.146,78.243,17.087,28.822,0.845,0.43,17.959,0.527,0.268,177.596,9.547,294.484,15.831,0.464,116.03,9957.383,20763.215,6078.395,65.53,677.916,10805.832,2994.411,25.103,67001.016,1.965,6.902,0.371,43.488,2.338,28.832,31.924,202.07,10.863,136.0,7.311,75.55,4.061,99.146,5.33,0.186,3.467,1246.331,0.528,1.38,1.805,2.035,0.682,1.0,1.279,1.198,0.643,0.602,1.71,0.867,0.696,2.873,0.97,3.683,1.003,1.573,1.707,0.007,0.009,0.019,0.002,593.84,536.32,-39.592,-11.851,133.775136,-25.274398
81,Australia,1999,AUS,18800892.0,664206835712.0,3.52,0.187,343.489,9.413,2.818,493.859,-42.286,-7.887,26.268,0.744,0.381,18.27,0.517,0.265,183.215,9.745,295.427,15.713,0.445,119.55,10300.873,21257.074,6261.609,72.695,723.465,10956.203,3094.81,28.743,69004.562,1.953,7.165,0.381,45.549,2.423,30.465,33.655,150.371,7.998,152.62,8.118,93.1,4.952,100.399,5.34,0.194,3.64,1297.347,0.509,1.389,1.634,2.069,0.676,1.009,1.286,1.213,0.697,0.617,1.719,0.871,0.751,3.078,0.986,2.739,0.993,1.66,1.704,0.007,0.009,0.019,0.002,632.75,572.76,-48.062,-13.992,133.775136,-25.274398
82,Australia,2000,AUS,19017968.0,691886620672.0,3.621,0.19,349.635,6.147,1.79,551.962,58.102,11.765,29.023,0.798,0.423,18.384,0.505,0.268,185.781,9.769,290.193,15.259,0.419,123.171,10650.507,21809.037,6447.391,80.648,770.059,11158.529,3197.148,32.092,68632.961,1.887,7.953,0.418,46.594,2.45,31.389,34.217,202.326,10.639,158.25,8.321,99.5,5.232,102.337,5.381,0.176,3.349,1305.26,0.502,1.374,1.806,2.019,0.669,1.018,1.295,1.227,0.753,0.631,1.737,0.874,0.794,2.851,0.985,3.955,0.993,1.549,1.704,0.007,0.01,0.019,0.002,650.73,596.96,-59.443,-17.001,133.775136,-25.274398
83,Australia,2001,AUS,19248146.0,713625763840.0,3.541,0.184,357.132,7.497,2.144,466.942,-85.019,-15.403,24.259,0.654,0.355,18.554,0.5,0.272,190.067,9.875,298.885,15.528,0.419,126.711,11007.64,22275.979,6637.458,88.82,819.369,11268.339,3299.73,35.551,68338.289,1.843,8.172,0.425,49.311,2.562,32.459,34.101,109.81,5.705,167.17,8.685,109.86,5.708,102.583,5.329,0.18,3.459,1315.385,0.469,1.391,1.536,2.054,0.661,1.027,1.299,1.242,0.808,0.646,1.741,0.878,0.835,2.907,1.033,2.317,0.987,1.624,1.709,0.007,0.01,0.02,0.002,656.39,624.78,-58.247,-16.31,133.775136,-25.274398
