,country,year,population,gdp,co2,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,consumption_co2
16373,France,1996,57623180.0,1774691549184.0,401.373,507.848,29850.064,25405.941,17842.047,81.038,1486.36,-4123.319,9899.469,33.304,502.125
16374,France,1997,57839364.0,1817073025024.0,393.945,515.812,30244.01,25782.043,17903.23,85.497,1561.598,-4141.163,10139.553,38.32,487.554
16375,France,1998,58080344.0,1882612563968.0,413.634,524.342,30657.645,26177.467,17974.412,89.874,1638.661,-4159.373,10386.974,43.384,507.85
16376,France,1999,58352208.0,1950261968896.0,412.183,532.571,31069.828,26568.398,18040.688,93.943,1719.516,-4180.624,10634.802,48.309,509.964
16377,France,2000,58665456.0,2031949578240.0,406.829,540.964,31476.656,26953.611,18106.26,98.155,1803.837,-4202.242,10874.295,53.145,516.408
16378,France,2001,59014776.0,2077914824704.0,411.614,549.444,31888.271,27340.969,18162.301,102.329,1892.368,-4226.497,11124.032,57.796,516.757
16379,France,2002,59372784.0,2107291205632.0,407.79,557.909,32296.061,27723.625,18220.807,106.259,1980.381,-4251.632,11368.23,62.475,510.821
16380,France,2003,59728260.0,2130783764480.0,412.535,566.289,32708.596,28111.207,18279.932,110.15,2072.032,-4276.584,11613.066,67.128,520.594
16381,France,2004,60108436.0,2196565655552.0,413.78,575.158,33122.375,28498.643,18338.105,114.068,2165.255,-4302.928,11857.897,71.893,541.861
16382,France,2005,60510080.0,2238357176320.0,416.166,584.064,33538.543,28888.867,18400.109,117.988,2260.188,-4328.869,12099.778,76.415,550.947
16383,France,2006,60919152.0,2296438063104.0,406.462,593.159,33945.004,29267.445,18459.559,122.206,2352.514,-4356.752,12336.536,81.031,550.513
16384,France,2007,61329380.0,2353924145152.0,396.661,602.41,34341.664,29636.15,18520.902,126.721,2441.767,-4384.708,12564.255,85.609,550.883
16385,France,2008,61721004.0,2361538117632.0,390.778,611.071,34732.441,29997.469,18577.066,131.512,2534.048,-4414.167,12788.706,90.04,545.073
16386,France,2009,62093300.0,2294314958848.0,371.045,618.546,35103.484,30339.24,18622.25,136.018,2624.76,-4443.443,13007.977,93.936,504.449
16387,France,2010,62444568.0,2341292736512.0,376.645,626.221,35480.133,30686.316,18671.338,140.126,2720.795,-4473.011,13223.682,97.971,503.644
16388,France,2011,62775272.0,2391848255488.0,354.602,634.058,35834.738,31011.936,18713.307,144.004,2808.586,-4501.994,13432.55,102.232,501.079
16389,France,2012,63071412.0,2395403190272.0,356.913,641.349,36191.648,31341.588,18759.975,147.311,2899.195,-4529.253,13637.425,106.392,480.487
16390,France,2013,63335180.0,2415696805888.0,358.623,648.449,36550.27,31674.639,18809.391,150.362,2990.498,-4554.828,13840.857,110.715,467.383
16391,France,2014,63588496.0,2424453726208.0,327.107,655.216,36877.379,31978.992,18848.662,153.319,3066.866,-4577.582,14038.351,114.964,436.434
16392,France,2015,63809768.0,2453072773120.0,331.58,661.625,37208.957,32294.633,18886.404,156.177,3148.257,-4593.52,14237.499,118.997,423.876
16393,France,2016,63989320.0,2479389933568.0,334.44,668.063,37543.398,32609.508,18922.197,159.045,3237.29,-4613.085,14433.989,122.813,431.715
16394,France,2017,64144092.0,2536203354112.0,337.458,674.354,37880.855,32927.508,18961.988,161.862,3326.427,-4632.542,14629.644,126.583,429.019
16395,France,2018,64277812.0,2581673803776.0,322.527,680.849,38203.383,33231.352,18996.953,164.767,3411.197,-4651.228,14818.986,130.63,427.78
16396,France,2019,64399760.0,0.0,316.387,687.438,38519.77,33530.004,19026.248,167.272,3497.554,-4668.962,15006.685,134.574,415.449
16397,France,2020,64480052.0,0.0,280.032,693.432,38799.801,33793.328,19050.074,169.403,3577.595,-4685.67,15171.136,138.161,375.327
16398,France,2021,64531448.0,0.0,305.964,699.426,39105.766,34083.57,19078.953,171.551,3663.175,-4701.388,15350.882,141.778,0.0
17900,Germany,1970,78294592.0,1343859720192.0,1026.022,384.188,45798.477,45862.199,42476.559,0.0,103.933,303.233,2833.796,0.0,0.0
17901,Germany,1971,78511408.0,1383509131264.0,1037.237,408.428,46835.715,46844.844,43064.691,0.0,144.116,248.639,3218.478,0.0,0.0
17902,Germany,1972,78643560.0,1440601473024.0,1041.481,433.672,47877.199,47832.828,43618.27,0.0,196.768,195.145,3628.485,0.0,0.0
17903,Germany,1973,78667472.0,1505896431616.0,1085.738,457.994,48962.934,48866.684,44180.195,0.0,264.519,143.262,4060.225,0.0,0.0
17904,Germany,1974,78620536.0,1518360854528.0,1062.727,479.951,50025.66,49880.277,44746.039,0.0,349.014,94.128,4450.656,0.0,0.0
17905,Germany,1975,78513512.0,1510149849088.0,1002.447,500.797,51028.105,50836.047,45262.02,0.0,437.826,47.449,4827.466,0.0,0.0
17906,Germany,1976,78364216.0,1583048294400.0,1090.84,522.67,52118.949,51881.16,45817.992,0.0,531.46,1.722,5246.828,0.0,0.0
17907,Germany,1977,78221280.0,1628636053504.0,1052.609,543.752,53171.555,52889.617,46334.641,0.0,629.509,-42.429,5663.657,0.0,0.0
17908,Germany,1978,78071552.0,1674283057152.0,1079.133,565.696,54250.688,53925.184,46858.379,0.0,734.779,-85.994,6091.833,0.0,0.0
17909,Germany,1979,77915728.0,1741603209216.0,1117.888,588.104,55368.578,55000.129,47407.555,0.0,849.5,-128.936,6523.421,0.0,0.0
17910,Germany,1980,77786696.0,1761467957248.0,1100.066,609.085,56468.645,56057.801,47958.73,0.0,964.952,-171.329,6935.877,0.0,0.0
17911,Germany,1981,77684488.0,1768196407296.0,1048.523,628.56,57517.168,57064.848,48516.477,0.0,1074.953,-212.805,7297.177,0.0,0.0
17912,Germany,1982,77610424.0,1753143312384.0,1015.734,647.0,58532.902,58039.953,49067.289,0.0,1176.97,-253.439,7641.641,0.0,0.0
17913,Germany,1983,77566064.0,1784298602496.0,1011.605,665.448,59544.508,59011.91,49621.027,0.0,1282.991,-293.083,7975.038,0.0,0.0
17914,Germany,1984,77568576.0,1834585161728.0,1033.245,682.941,60577.75,60006.535,50193.359,0.0,1391.522,-331.702,8309.928,0.0,0.0
17915,Germany,1985,77638808.0,1874769870848.0,1044.118,698.929,61621.871,61013.281,50772.738,0.0,1500.054,-369.075,8650.149,0.0,0.0
17916,Germany,1986,77803352.0,1916181413888.0,1047.472,715.26,62669.34,62024.039,51346.496,0.0,1600.604,-405.788,9006.978,0.0,0.0
17917,Germany,1987,78090896.0,1945055789056.0,1032.443,731.056,63701.781,63022.594,51906.723,1.341,1710.151,-439.68,9352.513,0.0,0.0
17918,Germany,1988,78477528.0,2009989513216.0,1029.024,747.113,64730.809,64018.309,52459.586,2.55,1817.789,-472.986,9703.773,0.0,0.0
17919,Germany,1989,78916440.0,2075675197440.0,1008.792,763.833,65739.602,64996.398,53006.359,3.14,1939.697,-503.69,10026.567,0.0,0.0
17920,Germany,1990,79370192.0,2015547621376.0,1051.979,779.13,66791.578,66002.398,53575.496,6.981,2061.997,-549.673,10357.039,10.936,1191.88
17921,Germany,1991,79801984.0,2140549414912.0,1013.824,792.872,67805.406,66969.609,54079.555,10.6,2192.159,-596.279,10709.214,21.005,1141.499
17922,Germany,1992,80205024.0,2206446125056.0,965.542,807.316,68770.945,67909.391,54533.879,14.139,2321.542,-622.037,11063.175,30.894,1204.146
17923,Germany,1993,80573496.0,2210102247424.0,955.82,821.847,69726.766,68843.672,54964.672,17.457,2457.844,-643.582,11424.174,40.774,1157.456
17924,Germany,1994,80882120.0,2290161025024.0,939.492,837.188,70666.258,69761.727,55382.867,20.677,2600.007,-665.016,11774.226,51.295,1131.144
17925,Germany,1995,81123264.0,2356396687360.0,938.614,852.75,71604.867,70675.281,55788.926,23.736,2752.991,-690.078,12124.579,61.89,1137.737
17926,Germany,1996,81300864.0,2402605858816.0,958.7,867.561,72563.57,71608.695,56189.555,26.949,2922.962,-715.359,12484.616,71.93,1121.307
17927,Germany,1997,81436096.0,2474738188288.0,930.87,882.836,73494.438,72518.469,56576.43,30.188,3085.854,-736.464,12837.019,82.114,1076.089
17928,Germany,1998,81524384.0,2552402542592.0,922.812,898.38,74417.25,73415.812,56953.926,33.355,3251.247,-761.929,13188.216,92.129,1078.518
17929,Germany,1999,81556968.0,2632654520320.0,895.352,914.152,75312.602,74284.195,57313.992,36.468,3416.889,-788.896,13528.943,102.162,1087.947
17930,Germany,2000,81551680.0,2741356986368.0,899.352,929.404,76211.953,75157.281,57687.465,39.46,3583.322,-815.167,13860.069,112.237,1082.722
17931,Germany,2001,81514568.0,2819462529024.0,916.144,942.908,77128.109,76046.195,58064.0,42.428,3757.135,-842.39,14199.802,121.83,1080.907
17932,Germany,2002,81443424.0,2851462971392.0,899.45,955.731,78027.555,76923.0,58439.797,45.394,3930.758,-865.034,14524.804,131.068,1027.69
17933,Germany,2003,81346808.0,2863394193408.0,900.628,969.238,78928.18,77803.664,58819.336,48.396,4105.631,-885.003,14845.26,140.321,1067.73
17934,Germany,2004,81266672.0,2929753849856.0,886.637,983.307,79814.82,78670.406,59195.328,51.324,4278.988,-904.898,15156.421,149.454,1051.382
17935,Germany,2005,81212168.0,2983874265088.0,866.303,996.356,80681.117,79514.586,59558.562,54.277,4452.417,-927.029,15461.238,158.266,1049.373
17936,Germany,2006,81177816.0,3129394593792.0,877.939,1009.697,81559.062,80372.148,59928.164,57.346,4630.813,-947.401,15765.792,167.25,1042.962
17937,Germany,2007,81183832.0,3268102848512.0,851.223,1024.146,82410.281,81204.133,60307.547,60.334,4805.253,-966.636,16036.562,176.438,1042.101
17938,Germany,2008,81217488.0,3340933005312.0,854.508,1037.724,83264.789,82039.219,60663.766,63.278,4985.087,-986.056,16329.415,185.516,1040.801
17939,Germany,2009,81260624.0,3189039955968.0,789.9,1050.283,84054.688,82806.336,60981.676,65.853,5152.499,-1008.846,16611.166,193.215,974.961
17940,Germany,2010,81325088.0,3356793241600.0,832.541,1062.715,84887.234,83620.328,61325.039,68.435,5336.503,-1027.386,16893.0,201.542,1024.598
17941,Germany,2011,81423384.0,3519131418624.0,808.911,1076.108,85696.141,84408.805,61669.734,71.107,5504.914,-1047.831,17164.121,210.157,983.668
17942,Germany,2012,81545568.0,3536438165504.0,813.693,1089.397,86509.836,85206.586,62019.539,73.764,5672.976,-1063.732,17435.682,218.48,918.708
17943,Germany,2013,81680592.0,3553715290112.0,831.208,1101.9,87341.039,86023.32,62376.426,76.453,5843.512,-1078.205,17715.682,227.069,928.486
17944,Germany,2014,81858824.0,3610400784384.0,792.255,1114.804,88133.297,86803.305,62721.277,78.931,5995.783,-1090.48,17986.623,235.88,906.227
17945,Germany,2015,82073232.0,3672553029632.0,795.557,1127.43,88928.852,87585.562,63062.293,81.305,6153.238,-1103.78,18260.029,244.555,893.686
17946,Germany,2016,82331432.0,3735419092992.0,800.34,1140.093,89729.195,88374.836,63391.738,83.649,6322.706,-1114.845,18537.814,253.192,911.49
17947,Germany,2017,82624368.0,3827498221568.0,785.616,1153.501,90514.812,89150.305,63702.504,85.916,6494.118,-1124.995,18816.996,261.777,899.57
17948,Germany,2018,82896696.0,3885961314304.0,754.408,1166.729,91269.219,89895.516,63998.176,87.923,6663.667,-1134.191,19082.219,270.504,884.778
17949,Germany,2019,83148144.0,0.0,707.15,1180.015,91976.367,90594.531,64238.266,89.952,6836.146,-1142.325,19353.129,278.863,842.85
17950,Germany,2020,83328992.0,0.0,639.381,1193.373,92615.75,91226.844,64435.621,91.766,7003.774,-1149.397,19604.514,286.702,769.492
17951,Germany,2021,83408560.0,0.0,674.754,1206.607,93290.508,91895.617,64665.84,93.574,7177.258,-1155.369,19852.715,294.509,0.0
21242,India,1970,557501312.0,748744015872.0,181.723,94.307,4372.729,36914.91,3678.413,7.746,3.8,35330.855,588.464,0.0,0.0
21243,India,1971,569999168.0,755656032256.0,191.964,101.359,4564.692,37363.133,3805.379,9.164,4.884,35587.113,643.906,0.0,0.0
21244,India,1972,582837952.0,753543020544.0,203.036,108.722,4767.728,37976.762,3939.756,10.376,6.09,35997.699,702.784,0.0,0.0
21245,India,1973,596107456.0,788800012288.0,209.095,115.643,4976.824,38544.961,4077.565,11.824,7.258,36356.809,764.534,0.0,0.0
21246,India,1974,609721920.0,796992012288.0,215.853,122.144,5192.677,39082.297,4223.204,13.55,8.618,36678.289,825.162,0.0,0.0
21247,India,1975,623524224.0,868009967616.0,234.209,129.432,5426.886,39574.562,4384.542,15.561,10.351,36936.344,887.0,0.0,0.0
21248,India,1976,637451456.0,878540029952.0,244.75,137.711,5671.636,40024.129,4553.463,17.378,12.645,37141.164,950.439,0.0,0.0
21249,India,1977,651685632.0,947196002304.0,258.962,146.034,5930.598,40699.391,4730.973,19.471,15.125,37557.465,1018.996,0.0,0.0
21250,India,1978,666267776.0,997920014336.0,263.15,154.455,6193.748,41241.449,4905.662,21.453,17.866,37836.371,1094.313,0.0,0.0
21251,India,1979,681248384.0,947528007680.0,276.285,162.207,6470.032,41712.879,5086.284,23.67,20.896,38031.516,1176.976,0.0,0.0
21252,India,1980,696828352.0,1015104995328.0,291.711,169.751,6761.744,42213.328,5283.622,24.835,23.384,38240.25,1260.153,0.0,0.0
21253,India,1981,712869312.0,1077444018176.0,314.966,178.639,7076.71,42767.293,5493.927,28.011,26.267,38479.254,1349.866,0.0,0.0
21254,India,1982,729169472.0,1111560028160.0,325.38,188.315,7402.09,43252.973,5707.05,31.826,30.627,38639.555,1444.272,0.0,0.0
21255,India,1983,745826560.0,1202349015040.0,352.199,199.266,7754.29,43937.977,5939.57,36.142,35.871,38972.355,1543.442,0.0,0.0
21256,India,1984,762895168.0,1248909983744.0,361.56,211.858,8115.85,44515.016,6171.063,41.341,42.041,39187.836,1649.547,0.0,0.0
21257,India,1985,780242112.0,1298600034304.0,397.592,226.248,8513.442,45094.633,6424.352,47.295,49.24,39369.863,1766.307,0.0,0.0
21258,India,1986,797878976.0,1353105014784.0,426.31,242.254,8939.751,45742.141,6697.523,52.26,59.551,39591.059,1888.164,0.0,0.0
21259,India,1987,815716160.0,1412883939328.0,455.343,258.665,9395.096,46353.094,6989.379,58.888,72.327,39746.672,2015.835,0.0,0.0
21260,India,1988,833729664.0,1560089985024.0,491.693,276.894,9886.787,47102.145,7306.552,66.359,87.533,40004.031,2149.45,0.0,0.0
21261,India,1989,852012672.0,1663727960064.0,540.651,297.685,10427.439,47839.594,7646.178,77.362,106.051,40200.824,2300.164,0.0,0.0
21262,India,1990,870452160.0,1750992945152.0,577.997,320.033,11005.436,48616.141,8012.692,87.232,127.148,40399.371,2458.331,0.0,575.24
21263,India,1991,888941760.0,1762411544576.0,615.365,344.536,11620.802,49391.551,8405.735,95.066,150.711,40559.418,2624.753,0.0,596.628
21264,India,1992,907574080.0,1842360483840.0,655.448,369.693,12276.249,50235.617,8817.15,98.631,177.967,40748.039,2812.808,0.0,646.378
21265,India,1993,926351296.0,1931870470144.0,677.3,396.295,12953.549,51062.812,9250.271,102.332,204.964,40897.934,2999.687,0.0,651.706
21266,India,1994,945261952.0,2039524753408.0,716.269,424.835,13669.817,51912.086,9705.992,106.388,233.961,41030.938,3198.642,0.0,684.847
21267,India,1995,964279104.0,2171040956416.0,761.449,455.939,14431.267,52773.047,10177.715,109.678,273.011,41130.449,3414.923,0.0,719.423
21268,India,1996,983281216.0,2323733020672.0,825.201,490.018,15256.468,53787.496,10682.215,113.393,312.758,41319.699,3658.083,0.0,768.699
21269,India,1997,1002335232.0,2403114156032.0,858.935,527.436,16115.402,54766.281,11209.937,116.962,358.782,41439.547,3902.286,0.0,803.935
21270,India,1998,1021434560.0,2541494206464.0,876.952,566.463,16992.354,55753.148,11734.063,120.274,406.377,41549.469,4165.178,0.0,820.29
21271,India,1999,1040500032.0,2681321029632.0,950.951,611.055,17943.307,56804.422,12294.592,123.279,448.693,41649.785,4465.688,0.0,903.167
21272,India,2000,1059633664.0,2773211152384.0,978.104,657.012,18921.408,57991.371,12867.468,126.389,492.565,41858.633,4777.974,0.0,905.62
21273,India,2001,1078970880.0,2906877853696.0,991.732,703.752,19913.141,59151.027,13449.552,129.614,536.134,42026.559,5094.09,0.0,913.154
21274,India,2002,1098313088.0,2989575634944.0,1022.175,752.863,20935.314,60282.973,14048.149,132.358,583.268,42136.332,5418.677,0.0,928.201
21275,India,2003,1117415168.0,3212953780224.0,1058.725,803.743,21994.041,61476.098,14674.041,134.388,633.256,42270.723,5748.614,0.0,981.077
21276,India,2004,1136264576.0,3454210932736.0,1124.518,859.288,23118.559,62695.035,15344.009,136.29,682.841,42365.145,6096.132,0.0,1035.428
21277,India,2005,1154638720.0,3709371154432.0,1184.927,918.974,24303.484,63943.238,16065.479,137.975,733.279,42428.426,6447.778,0.0,1095.646
21278,India,2006,1172373760.0,4024058511360.0,1258.643,983.88,25562.129,65261.352,16839.045,139.814,782.721,42487.891,6816.67,0.0,1151.74
21279,India,2007,1189691776.0,4355554279424.0,1356.953,1052.213,26919.082,66737.711,17681.523,142.233,835.417,42607.301,7207.697,0.0,1268.807
21280,India,2008,1206734848.0,4601841975296.0,1461.518,1125.458,28380.6,68378.18,18592.32,144.347,898.464,42786.25,7620.014,0.0,1360.786
21281,India,2009,1223640192.0,4945730863104.0,1611.416,1206.726,29992.016,70096.18,19576.268,146.252,1011.148,42892.836,8051.624,0.0,1525.795
21282,India,2010,1240613632.0,5314516615168.0,1676.495,1292.755,31668.51,71912.125,20592.25,148.117,1145.393,43032.289,8489.997,0.0,1577.572
21283,India,2011,1257621248.0,5675666636800.0,1778.473,1384.069,33446.984,73808.07,21682.057,150.194,1281.757,43149.754,8948.906,0.0,1642.313
21284,India,2012,1274487168.0,5949387964416.0,1962.594,1484.307,35409.578,75954.383,22926.664,153.787,1407.362,43333.469,9437.461,0.0,1820.424
21285,India,2013,1291132032.0,6320315957248.0,2037.416,1592.126,37446.996,78236.0,24246.66,157.052,1518.051,43577.676,9933.103,0.0,1815.656
21286,India,2014,1307246464.0,6754740994048.0,2187.343,1707.951,39634.336,80547.953,25694.018,160.582,1627.518,43702.289,10444.269,0.0,1992.493
21287,India,2015,1322866560.0,7259602550784.0,2270.766,1825.459,41905.102,83001.812,27181.479,164.719,1734.389,43885.375,10999.058,0.0,2125.896
21288,India,2016,1338636288.0,7767449403392.0,2383.816,1948.741,44288.918,85588.828,28711.469,168.476,1848.011,44088.582,11612.224,0.0,2208.97
21289,India,2017,1354195712.0,8275647004672.0,2434.868,2069.788,46723.789,88208.102,30272.457,171.299,1966.933,44272.992,12243.311,0.0,2289.075
21290,India,2018,1369003264.0,8835757506560.0,2600.447,2208.753,49324.234,90965.336,31950.057,173.788,2093.135,44429.773,12898.501,0.0,2431.703
21291,India,2019,1383112064.0,0.0,2626.459,2352.417,51950.695,93726.078,33627.711,176.242,2221.811,44564.059,13572.512,0.0,2467.513
21292,India,2020,1396387072.0,0.0,2445.012,2475.325,54395.703,96279.836,35215.77,179.048,2349.446,44672.809,14176.114,0.0,2276.881
21293,India,2021,1407563904.0,0.0,2709.684,2624.326,57105.387,99074.828,37018.082,181.82,2482.897,44758.105,14798.263,0.0,0.0
21414,Indonesia,1970,115228392.0,220830580736.0,35.791,3.827,1028.696,33832.926,148.986,3.572,110.891,41048.418,761.419,0.0,0.0
21415,Indonesia,1971,118347136.0,233065676800.0,38.955,4.068,1067.651,34141.371,149.54,7.445,113.603,41317.898,792.995,0.0,0.0
21416,Indonesia,1972,121504136.0,259469197312.0,43.306,4.367,1110.957,34455.297,150.064,13.37,115.599,41588.527,827.557,0.0,0.0
21417,Indonesia,1973,124709056.0,297900736512.0,49.098,4.734,1160.055,34784.73,150.419,19.888,118.743,41868.855,866.271,0.0,0.0
21418,Indonesia,1974,127945192.0,313092767744.0,51.227,5.155,1211.282,35112.402,150.859,27.623,122.015,42145.305,905.63,0.0,0.0
21419,Indonesia,1975,131213216.0,313087918080.0,53.933,5.703,1265.214,35426.738,151.405,34.599,127.123,42405.707,946.385,0.0,0.0
21420,Indonesia,1976,134521024.0,340620640256.0,61.788,6.629,1327.002,35751.383,151.852,43.558,132.766,42668.559,992.198,0.0,0.0
21421,Indonesia,1977,137861536.0,367091482624.0,82.416,8.001,1409.419,36091.559,152.361,61.109,139.39,42926.324,1048.558,0.0,0.0
21422,Indonesia,1978,141250960.0,383794642944.0,93.938,9.921,1503.357,36438.461,152.907,82.081,147.26,43179.285,1111.187,0.0,0.0
21423,Indonesia,1979,144693088.0,404845723648.0,95.137,12.381,1598.494,36777.254,153.559,103.314,154.643,43422.945,1174.597,0.0,0.0
21424,Indonesia,1980,148177104.0,439667523584.0,94.873,15.449,1693.367,37107.793,154.266,116.112,166.808,43658.613,1240.732,0.0,0.0
21425,Indonesia,1981,151686336.0,469898592256.0,100.297,19.101,1793.664,37454.387,155.058,128.229,180.207,43904.906,1311.07,0.0,0.0
21426,Indonesia,1982,155228656.0,452605706240.0,105.584,23.1,1899.248,37813.996,155.919,138.349,195.724,44158.93,1386.156,0.0,0.0
21427,Indonesia,1983,158790608.0,470680076288.0,105.184,27.491,2004.432,38170.602,157.117,146.567,209.373,44410.355,1463.884,0.0,0.0
21428,Indonesia,1984,162331968.0,503305928704.0,112.46,32.274,2116.892,39103.613,159.0,153.782,233.76,45230.906,1538.076,0.0,0.0
21429,Indonesia,1985,165791696.0,515643146240.0,121.597,37.748,2238.489,40126.484,162.671,160.633,260.834,46132.18,1616.603,0.0,0.0
21430,Indonesia,1986,169135280.0,545914224640.0,122.166,43.725,2360.655,41353.527,170.729,167.628,283.701,47237.059,1694.873,0.0,0.0
21431,Indonesia,1987,172421392.0,572867018752.0,123.878,50.235,2484.534,42440.527,178.947,174.744,310.712,48200.176,1769.896,0.0,0.0
21432,Indonesia,1988,175694640.0,605642424320.0,132.721,57.002,2617.255,43329.461,185.861,183.167,334.085,48956.387,1857.139,0.0,0.0
21433,Indonesia,1989,178949168.0,660041564160.0,131.674,64.84,2748.929,44264.613,192.141,191.019,359.041,49759.867,1941.888,0.0,0.0
21434,Indonesia,1990,182159888.0,718548893696.0,144.796,72.558,2893.725,44961.207,199.088,200.099,403.104,50311.668,2018.876,0.0,139.659
21435,Indonesia,1991,185361232.0,786439995392.0,174.865,81.646,3068.59,45598.508,212.608,211.16,446.598,50774.098,2116.578,0.0,161.186
21436,Indonesia,1992,188558416.0,841780428800.0,199.419,91.423,3268.009,46401.68,225.117,222.969,498.971,51377.852,2229.528,0.0,185.66
21437,Indonesia,1993,191737280.0,912702636032.0,215.109,102.198,3483.117,47111.906,246.427,235.57,556.632,51872.969,2342.291,0.0,195.257
21438,Indonesia,1994,194928544.0,986200276992.0,218.319,114.736,3701.437,48016.816,273.075,245.459,616.941,52559.566,2451.226,0.0,199.867
21439,Indonesia,1995,198140160.0,1072204283904.0,222.395,128.048,3923.831,48884.668,298.25,255.077,681.516,53205.016,2560.94,0.0,205.478
21440,Indonesia,1996,201373792.0,1161281404928.0,251.744,142.314,4175.576,49816.594,325.811,264.695,760.508,53885.203,2682.248,0.0,229.424
21441,Indonesia,1997,204628016.0,1221454462976.0,277.414,158.324,4452.989,52527.453,355.2,274.119,842.549,56318.648,2822.797,0.0,246.465
21442,Indonesia,1998,207855488.0,1066065592320.0,212.475,171.401,4665.465,53576.824,387.275,283.737,890.577,57155.543,2932.476,0.0,138.828
21443,Indonesia,1999,210996912.0,1079382573056.0,240.184,185.482,4905.648,54744.805,424.442,286.73,974.229,58083.34,3034.766,0.0,208.224
21444,Indonesia,2000,214072416.0,1138300026880.0,276.563,201.929,5182.211,55775.492,475.348,290.533,1022.821,58837.465,3191.581,0.0,235.856
21445,Indonesia,2001,217112432.0,1185220919296.0,303.341,220.39,5485.553,56774.629,539.977,299.766,1083.983,59533.258,3341.437,0.0,255.763
21446,Indonesia,2002,220115088.0,1244249980928.0,310.818,238.527,5796.372,58549.18,606.642,309.176,1143.747,60996.988,3498.28,0.0,276.978
21447,Indonesia,2003,223080128.0,1309811277824.0,340.441,256.338,6136.813,60250.684,696.132,317.207,1206.409,62358.059,3660.727,0.0,317.595
21448,Indonesia,2004,225938592.0,1381839929344.0,344.394,275.385,6481.207,61586.703,778.348,324.557,1268.295,63349.684,3834.623,0.0,323.337
21449,Indonesia,2005,228805152.0,1467344879616.0,348.989,293.911,6830.195,62663.145,872.57,331.592,1322.745,64077.133,4009.377,0.0,328.87
21450,Indonesia,2006,231797424.0,1555183173632.0,346.706,312.958,7176.901,64411.766,984.21,337.685,1380.171,65479.051,4161.876,0.0,329.726
21451,Indonesia,2007,234858288.0,1661589520384.0,388.255,332.525,7565.156,65564.445,1124.276,343.005,1437.249,66243.469,4328.101,0.0,369.842
21452,Indonesia,2008,237936544.0,1793465253888.0,366.293,353.066,7931.449,66829.477,1246.121,348.296,1497.562,67142.211,4486.404,0.0,370.214
21453,Indonesia,2009,240981296.0,1886334484480.0,401.957,372.503,8333.406,68276.227,1374.395,356.742,1562.103,68187.008,4667.665,0.0,397.156
21454,Indonesia,2010,244016176.0,2015864815616.0,451.546,391.964,8784.952,69446.102,1527.062,366.755,1635.833,68905.328,4863.338,0.0,450.245
21455,Indonesia,2011,247099696.0,2150142705664.0,504.8,413.064,9289.753,70689.633,1708.343,376.293,1717.386,69644.07,5074.667,0.0,506.011
21456,Indonesia,2012,250222688.0,2279736344576.0,515.954,436.358,9805.707,71948.391,1895.514,382.942,1797.448,70386.867,5293.445,0.0,538.011
21457,Indonesia,2013,253275920.0,2406465929216.0,489.055,461.133,10294.762,73130.094,2059.733,388.841,1862.202,71079.508,5522.853,0.0,513.136
21458,Indonesia,2014,256229760.0,2526852677632.0,487.89,486.667,10782.652,74526.578,2233.318,394.605,1924.617,71988.109,5743.445,0.0,510.337
21459,Indonesia,2015,259091968.0,2650203488256.0,539.149,511.224,11321.801,76899.227,2431.133,400.066,2018.87,73821.609,5960.508,0.0,545.502
21460,Indonesia,2016,261850176.0,2783164760064.0,552.651,539.934,11874.452,78641.617,2637.461,405.155,2110.056,75011.352,6181.847,0.0,560.0
21461,Indonesia,2017,264498848.0,2924271370240.0,567.255,568.9,12441.707,80296.68,2858.554,409.542,2194.395,76099.156,6410.317,0.0,572.214
21462,Indonesia,2018,267066848.0,3075456106496.0,603.657,599.732,13045.364,82010.828,3120.776,413.488,2278.542,77209.641,6632.826,0.0,613.144
21463,Indonesia,2019,269582880.0,0.0,659.436,629.888,13704.8,84121.641,3436.177,417.272,2366.453,78661.023,6855.011,0.0,668.18
21464,Indonesia,2020,271857984.0,0.0,609.786,658.091,14314.586,85760.859,3736.695,420.797,2441.414,79690.453,7057.59,0.0,624.227
21465,Indonesia,2021,273753184.0,0.0,619.278,686.729,14933.863,87410.383,4039.848,423.946,2515.501,80720.711,7267.839,0.0,0.0
22617,Italy,1970,53324036.0,831317737472.0,296.365,212.241,4510.32,6540.249,2144.753,0.0,241.366,2298.097,1911.96,0.0,0.0
22618,Italy,1971,53636100.0,846968258560.0,311.049,227.803,4821.369,6765.927,2175.461,0.0,266.42,2212.726,2151.684,0.0,0.0
22619,Italy,1972,53995428.0,871751811072.0,328.237,244.015,5149.606,7011.028,2204.582,0.0,295.369,2129.59,2405.64,0.0,0.0
22620,Italy,1973,54379588.0,928806469632.0,353.349,261.426,5502.955,7288.898,2234.0,0.0,328.067,2054.112,2679.462,0.0,0.0
22621,Italy,1974,54750684.0,972368773120.0,358.253,278.66,5861.208,7575.154,2265.676,0.0,365.132,1982.114,2951.741,0.0,0.0
22622,Italy,1975,55093992.0,951557554176.0,341.052,294.741,6202.26,7847.213,2296.281,0.0,407.304,1913.121,3203.935,0.0,0.0
22623,Italy,1976,55388904.0,1013301903360.0,365.795,311.628,6568.056,8145.591,2327.242,0.0,458.311,1845.703,3470.875,0.0,0.0
