,country,year,population,gdp,co2,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,consumption_co2
22624,Italy,1977,55649672.0,1042645909504.0,354.418,329.2,6922.474,8439.297,2358.61,0.0,508.351,1784.991,3726.313,0.0,0.0
22625,Italy,1978,55877016.0,1081497944064.0,371.274,346.597,7293.748,8751.945,2394.151,0.0,560.302,1726.367,3992.697,0.0,0.0
22626,Italy,1979,56070680.0,1142855303168.0,385.256,364.28,7679.003,9080.3,2434.279,0.0,611.181,1669.465,4269.263,0.0,0.0
22627,Italy,1980,56329480.0,1183161647104.0,386.433,382.877,8065.436,9412.139,2479.192,0.0,663.422,1614.871,4539.945,0.0,0.0
22628,Italy,1981,56532908.0,1188868915200.0,375.3,401.172,8440.736,9735.483,2526.963,0.0,713.872,1562.916,4798.729,0.0,0.0
22629,Italy,1982,56585840.0,1194202234880.0,366.879,418.469,8807.615,10048.868,2576.805,0.0,766.674,1509.421,5045.667,0.0,0.0
22630,Italy,1983,56607516.0,1208770101248.0,358.409,435.349,9166.024,10355.212,2621.286,0.0,818.186,1457.356,5291.203,0.0,0.0
22631,Italy,1984,56620236.0,1239849238528.0,364.601,451.427,9530.625,10667.016,2675.946,0.0,879.115,1404.558,5524.138,0.0,0.0
22632,Italy,1985,56636468.0,1274693681152.0,368.982,466.855,9899.608,10985.691,2735.343,0.0,941.619,1354.251,5755.791,0.0,0.0
22633,Italy,1986,56639056.0,1310891966464.0,363.188,481.798,10262.795,11300.367,2788.628,0.0,1001.25,1305.74,5991.12,0.0,0.0
22634,Italy,1987,56644528.0,1351528480768.0,380.099,497.105,10642.894,11631.368,2844.251,0.0,1067.36,1256.642,6234.178,0.0,0.0
22635,Italy,1988,56670880.0,1403769978880.0,385.962,512.483,11028.855,11970.577,2896.944,0.0,1137.772,1209.889,6481.657,0.0,0.0
22636,Italy,1989,56711524.0,1444197040128.0,404.742,528.277,11433.598,12330.766,2949.101,0.0,1222.106,1165.335,6734.114,0.0,0.0
22637,Italy,1990,56756560.0,1475485237248.0,439.55,544.123,11873.147,12719.056,3018.681,4.048,1311.099,1114.076,6990.279,4.92,566.941
22638,Italy,1991,56794488.0,1508723261440.0,439.094,559.815,12312.242,13103.996,3084.647,8.028,1405.854,1059.922,7243.931,9.968,561.532
22639,Italy,1992,56833184.0,1531922481152.0,439.315,576.242,12751.558,13485.713,3142.712,11.984,1500.312,1002.324,7505.23,15.078,612.2
22640,Italy,1993,56869456.0,1529549684736.0,431.605,590.307,13183.162,13858.548,3194.792,16.164,1597.184,943.553,7764.565,20.151,559.593
22641,Italy,1994,56883820.0,1573413584896.0,425.797,604.098,13608.959,14224.145,3249.564,20.234,1689.978,883.354,8020.077,25.009,542.233
22642,Italy,1995,56885124.0,1630198169600.0,449.826,619.409,14058.785,14621.941,3307.98,24.236,1792.89,831.325,8284.276,29.994,562.602
22643,Italy,1996,56898972.0,1662791450624.0,444.029,633.396,14502.814,15014.712,3361.505,28.087,1899.08,780.066,8546.115,34.631,529.188
22644,Italy,1997,56925808.0,1705185902592.0,449.754,647.629,14952.568,15427.496,3415.651,32.099,2009.004,743.096,8808.885,39.301,534.114
22645,Italy,1998,56938736.0,1744897703936.0,461.946,662.167,15414.515,15871.012,3470.518,35.986,2127.558,724.666,9074.371,43.913,544.584
22646,Italy,1999,56945064.0,1784528371712.0,466.425,677.444,15880.939,16307.283,3524.458,39.095,2256.61,694.511,9334.75,48.583,558.851
22647,Italy,2000,56966400.0,1863750516736.0,470.487,693.307,16351.427,16743.291,3580.49,42.357,2391.423,660.033,9590.336,53.515,569.454
22648,Italy,2001,56994992.0,1910079750144.0,470.568,709.701,16821.994,17173.629,3639.514,45.427,2526.531,619.802,9842.12,58.702,559.669
22649,Italy,2002,57107576.0,1928259829760.0,477.999,725.99,17299.994,17604.289,3699.53,48.27,2662.395,572.463,10099.791,64.018,573.909
22650,Italy,2003,57425176.0,1944748163072.0,495.962,742.928,17795.955,18058.004,3764.656,51.654,2811.419,530.217,10355.737,69.56,589.663
22651,Italy,2004,57860664.0,1989364940800.0,501.563,760.336,18297.518,18515.16,3836.873,54.3,2966.081,485.81,10604.536,75.393,607.157
22652,Italy,2005,58199876.0,2022361923584.0,502.255,777.739,18799.773,18966.521,3908.138,56.857,3131.741,434.917,10843.948,81.351,616.382
22653,Italy,2006,58429904.0,2077408362496.0,496.847,795.213,19296.621,19410.205,3978.925,59.448,3294.325,381.752,11081.419,87.29,639.445
22654,Italy,2007,58778480.0,2122822582272.0,490.566,813.127,19787.186,19874.756,4049.6,61.975,3457.838,355.738,11311.435,93.212,627.877
22655,Italy,2008,59224228.0,2115287121920.0,478.869,829.254,20266.055,20309.658,4117.739,64.571,3624.98,311.77,11530.875,98.636,616.0
22656,Italy,2009,59562844.0,2013344956416.0,424.694,842.595,20690.75,20704.818,4170.127,66.802,3779.014,282.238,11729.618,102.594,564.632
22657,Italy,2010,59822452.0,2061694140416.0,436.117,855.871,21126.867,21096.164,4228.345,69.179,3943.361,237.464,11923.406,106.706,602.896
22658,Italy,2011,60025952.0,2088117207040.0,424.256,868.454,21551.125,21485.941,4293.784,71.794,4096.361,202.986,12109.842,110.889,581.382
22659,Italy,2012,60190152.0,2029244776448.0,403.697,878.526,21954.82,21841.42,4360.743,74.322,4244.075,154.767,12282.521,114.634,528.568
22660,Italy,2013,60312600.0,1994213294080.0,369.68,887.403,22324.5,22163.725,4418.525,77.024,4381.776,107.392,12441.703,118.069,491.275
22661,Italy,2014,60322792.0,1996478611456.0,349.39,895.742,22673.891,22464.934,4474.362,79.525,4503.366,59.21,12599.541,121.356,474.485
22662,Italy,2015,60232908.0,2012113928192.0,361.163,903.938,23035.055,22783.117,4527.425,82.099,4636.122,16.232,12761.073,124.397,455.583
22663,Italy,2016,60118628.0,2026955079680.0,358.183,911.618,23393.236,23103.488,4575.984,84.288,4776.914,-21.581,12917.088,127.345,441.957
22664,Italy,2017,60004024.0,2060761825280.0,352.735,919.33,23745.973,23414.674,4618.024,86.639,4925.672,-63.131,13065.865,130.442,446.571
22665,Italy,2018,59877432.0,2077209133056.0,349.005,927.086,24094.977,23721.104,4657.448,88.934,5069.344,-105.706,13218.564,133.6,451.11
22666,Italy,2019,59727936.0,0.0,339.233,934.998,24434.211,24018.494,4688.106,91.691,5216.102,-147.549,13366.68,136.634,433.97
22667,Italy,2020,59500576.0,0.0,302.279,942.057,24736.49,24280.723,4710.376,93.803,5356.903,-187.597,13493.964,139.386,388.822
22668,Italy,2021,59240336.0,0.0,328.687,949.116,25065.178,24571.414,4734.375,95.916,5507.859,-225.592,13635.771,142.139,0.0
22961,Japan,1970,105416840.0,1615677620224.0,767.963,298.872,10293.506,15197.258,7023.937,0.04,48.79,5172.139,2921.868,0.0,0.0
22962,Japan,1971,106789360.0,1691571322880.0,796.544,328.141,11090.05,16025.935,7230.322,0.081,56.883,5204.272,3474.624,0.0,0.0
22963,Japan,1972,108220400.0,1833991405568.0,852.17,360.671,11942.221,16905.072,7430.537,0.158,64.867,5231.239,4085.988,0.0,0.0
22964,Japan,1973,109679472.0,1981290119168.0,914.265,398.863,12856.486,17845.205,7644.922,0.238,75.449,5257.107,4737.013,0.0,0.0
22965,Japan,1974,111100024.0,1957033279488.0,914.306,434.476,13770.792,18781.422,7874.113,0.3,89.61,5279.018,5372.292,0.0,0.0
22966,Japan,1975,112411640.0,2017465073664.0,868.511,466.272,14639.303,19667.85,8087.535,0.41,106.765,5296.935,5978.32,0.0,0.0
22967,Japan,1976,113624872.0,2097612062720.0,907.145,499.498,15546.447,20590.602,8295.917,0.502,127.449,5312.544,6623.082,0.0,0.0
22968,Japan,1977,114761520.0,2189767606272.0,933.238,534.733,16479.684,21537.617,8500.437,0.605,152.133,5326.32,7291.777,0.0,0.0
22969,Japan,1978,115809520.0,2305153040384.0,901.59,575.473,17381.275,22452.947,8675.177,0.707,186.637,5340.06,7943.282,0.0,0.0
22970,Japan,1979,116765512.0,2431613140992.0,953.071,617.458,18334.348,23414.629,8866.114,0.806,227.527,5348.67,8622.44,0.0,0.0
22971,Japan,1980,117624200.0,2500143611904.0,944.869,659.359,19279.215,24366.715,9090.413,0.883,275.459,5355.889,9253.1,0.0,0.0
22972,Japan,1981,118385728.0,2579316867072.0,926.836,699.621,20206.051,25299.268,9337.771,0.956,324.051,5361.604,9843.65,0.0,0.0
22973,Japan,1982,119098144.0,2658129674240.0,897.408,737.773,21103.459,26203.379,9580.401,1.048,373.798,5368.31,10410.438,0.0,0.0
22974,Japan,1983,119793752.0,2719951093760.0,880.909,775.874,21984.369,27089.051,9810.196,1.14,427.145,5373.073,10970.012,0.0,0.0
22975,Japan,1984,120470736.0,2826577117184.0,937.07,812.879,22921.438,28031.729,10070.372,1.235,498.842,5378.679,11538.109,0.0,0.0
22976,Japan,1985,121119024.0,2950873743360.0,912.401,846.931,23833.838,28947.242,10342.16,1.334,575.823,5381.793,12067.59,0.0,0.0
22977,Japan,1986,121710304.0,3036325871616.0,912.26,880.117,24746.098,29861.701,10599.627,1.334,657.076,5383.991,12607.945,0.0,0.0
22978,Japan,1987,122268888.0,3162653589504.0,902.53,913.308,25648.627,30766.43,10850.021,1.334,739.783,5386.19,13144.184,0.0,0.0
22979,Japan,1988,122798304.0,3358737825792.0,985.464,949.144,26634.092,31753.471,11128.532,1.334,825.99,5387.765,13729.094,0.0,0.0
22980,Japan,1989,123270648.0,3520997621760.0,1021.682,985.84,27655.773,32775.629,11405.637,1.334,918.715,5388.242,14344.249,0.0,0.0
22981,Japan,1990,123686320.0,3699821510656.0,1158.129,1024.541,28813.904,33932.695,11723.571,1.525,1037.587,5387.179,15014.897,11.782,1317.659
22982,Japan,1991,124073992.0,3824698523648.0,1169.778,1064.888,29983.682,35100.273,12041.37,1.741,1164.581,5384.981,15687.903,23.198,1336.396
22983,Japan,1992,124444696.0,3855720120320.0,1179.504,1106.554,31163.188,36277.289,12353.526,1.949,1293.016,5382.489,16374.469,33.672,1423.635
22984,Japan,1993,124779576.0,3861077295104.0,1172.487,1147.778,32335.674,37445.488,12671.152,2.16,1424.234,5378.203,17046.486,43.863,1395.227
22985,Japan,1994,125119264.0,3898677133312.0,1227.514,1190.075,33563.188,38672.195,12996.489,2.392,1561.901,5377.396,17758.502,53.826,1468.175
22986,Japan,1995,125433968.0,4003033513984.0,1239.909,1232.217,34803.098,39906.863,13331.782,2.913,1704.55,5372.157,18467.832,63.801,1499.94
22987,Japan,1996,125726224.0,4124648144896.0,1252.447,1274.777,36055.543,41153.707,13675.899,3.484,1852.999,5366.551,19174.719,73.664,1493.182
22988,Japan,1997,126027984.0,4166540853248.0,1245.139,1314.703,37300.684,42391.297,14025.575,4.064,2006.032,5359.003,19866.771,83.537,1468.47
22989,Japan,1998,126308392.0,4117006909440.0,1205.25,1350.066,38505.93,43589.914,14352.979,4.563,2162.363,5352.371,20543.016,92.947,1372.157
22990,Japan,1999,126555064.0,4104026587136.0,1241.836,1385.076,39747.77,44823.801,14698.262,5.102,2328.167,5344.42,21228.699,102.463,1461.891
22991,Japan,2000,126803864.0,4215551819776.0,1264.595,1420.161,41012.363,46091.656,15070.411,5.614,2498.771,5347.681,21905.121,112.285,1546.829
22992,Japan,2001,127065736.0,4230083772416.0,1249.989,1454.536,42262.352,47333.621,15451.639,6.162,2668.394,5339.657,22559.863,121.759,1510.765
22993,Japan,2002,127301744.0,4232499429376.0,1279.362,1486.953,43541.711,48602.43,15850.033,6.687,2841.813,5329.105,23225.557,130.671,1501.379
22994,Japan,2003,127502352.0,4294503825408.0,1287.692,1518.888,44829.406,49878.543,16261.854,7.193,3020.465,5317.526,23881.361,139.645,1525.949
22995,Japan,2004,127671288.0,4386537340928.0,1283.077,1550.164,46112.48,51149.016,16681.668,7.67,3198.03,5304.923,24526.021,148.931,1535.019
22996,Japan,2005,127798376.0,4456733736960.0,1290.599,1582.444,47403.082,52427.27,17112.016,8.178,3374.031,5292.575,25167.795,158.62,1543.865
22997,Japan,2006,127902168.0,4517298438144.0,1267.624,1614.435,48670.703,53681.922,17539.498,8.731,3566.685,5279.604,25772.777,168.578,1518.881
22998,Japan,2007,128006424.0,4589238091776.0,1303.362,1645.093,49974.066,54973.523,17984.48,9.346,3775.807,5267.843,26380.328,179.011,1527.833
22999,Japan,2008,128077632.0,4536234147840.0,1232.481,1673.646,51206.551,56196.219,18410.771,9.912,3980.292,5258.06,26943.197,188.73,1505.146
23000,Japan,2009,128117040.0,4287889670144.0,1163.375,1698.954,52369.926,57349.629,18822.043,10.413,4182.469,5248.094,27459.061,196.985,1397.64
23001,Japan,2010,128105432.0,4464955621376.0,1215.058,1723.276,53584.98,58554.062,19268.02,10.887,4395.81,5237.468,27980.805,206.186,1449.777
23002,Japan,2011,128007256.0,4456991162368.0,1265.035,1748.258,54850.016,59810.156,19698.496,11.365,4643.733,5228.528,28533.1,215.063,1529.671
23003,Japan,2012,127853688.0,4523675353088.0,1306.182,1773.883,56156.199,61108.938,20148.51,11.855,4900.755,5221.126,29097.23,223.965,1587.669
23004,Japan,2013,127678920.0,4614146490368.0,1315.569,1800.688,57471.766,62418.133,20629.725,12.294,5157.247,5214.751,29638.666,233.148,1534.878
23005,Japan,2014,127476728.0,4629616132096.0,1264.413,1827.246,58736.18,63676.496,21102.66,12.743,5415.794,5208.706,30135.438,242.301,1447.223
23006,Japan,2015,127250936.0,4685428162560.0,1223.605,1853.182,59959.789,64894.938,21568.49,13.167,5662.223,5203.54,30611.816,250.908,1361.485
23007,Japan,2016,126993856.0,4732216672256.0,1203.888,1879.151,61163.676,66095.047,22025.041,13.625,5913.819,5199.766,31072.693,259.343,1333.813
23008,Japan,2017,126662464.0,4844015321088.0,1188.359,1905.58,62352.031,67281.25,22483.523,14.061,6159.512,5197.604,31521.543,267.815,1310.95
23009,Japan,2018,126255872.0,4867010592768.0,1143.412,1931.763,63495.445,68424.0,22925.488,14.484,6393.465,5196.944,31954.053,276.193,1280.274
23010,Japan,2019,125791680.0,0.0,1106.016,1957.091,64601.461,69530.672,23357.736,14.853,6617.695,5197.604,32369.914,284.171,1249.507
23011,Japan,2020,125244760.0,0.0,1042.224,1981.581,65643.688,70574.438,23757.105,15.198,6840.3,5199.143,32757.77,291.731,1187.141
23012,Japan,2021,124612528.0,0.0,1067.398,2005.37,66711.078,71644.438,24175.926,15.542,7061.825,5201.744,33153.129,299.291,0.0
29496,Mexico,1970,50289304.0,362723672064.0,113.951,40.827,2522.671,11397.868,172.173,123.014,220.418,10430.382,1966.239,0.0,0.0
29497,Mexico,1971,51897680.0,376060510208.0,126.187,44.446,2648.858,11552.341,179.6,133.134,240.504,10458.668,2051.174,0.0,0.0
29498,Mexico,1972,53543432.0,406222045184.0,132.271,48.653,2781.129,11724.55,187.752,141.598,262.06,10498.606,2141.067,0.0,0.0
29499,Mexico,1973,55228200.0,437262843904.0,144.058,53.413,2925.187,11900.266,196.784,148.794,286.081,10530.263,2240.116,0.0,0.0
29500,Mexico,1974,56945880.0,461217267712.0,154.727,58.539,3079.915,12088.006,207.923,158.837,311.172,10563.275,2343.444,0.0,0.0
29501,Mexico,1975,58691880.0,486091816960.0,164.139,64.126,3244.054,12286.952,219.127,169.294,336.89,10598.084,2454.616,0.0,0.0
29502,Mexico,1976,60452544.0,505910525952.0,183.74,70.147,3427.793,12514.403,230.808,180.74,362.073,10641.795,2584.025,0.0,0.0
29503,Mexico,1977,62262508.0,521365323776.0,192.394,76.443,3620.188,12753.808,243.335,187.852,388.574,10688.804,2723.983,0.0,0.0
29504,Mexico,1978,64124000.0,567422156800.0,222.116,83.098,3842.304,13006.334,259.134,198.441,422.078,10719.216,2879.553,0.0,0.0
29505,Mexico,1979,65972908.0,621948436480.0,240.259,90.242,4082.562,13303.422,276.428,206.912,462.96,10776.044,3046.02,0.0,0.0
29506,Mexico,1980,67705184.0,678622134272.0,267.744,97.846,4350.306,13637.044,287.091,216.798,506.753,10841.923,3241.819,0.0,0.0
29507,Mexico,1981,69233768.0,737336098816.0,283.707,106.214,4634.014,13983.699,295.65,228.666,554.063,10904.87,3449.421,0.0,0.0
29508,Mexico,1982,70656784.0,733602840576.0,303.905,115.146,4937.919,14434.458,305.986,245.883,605.905,11051.723,3664.999,0.0,0.0
29509,Mexico,1983,72080312.0,708391993344.0,277.566,123.001,5215.485,14800.362,316.637,257.359,657.806,11140.062,3860.682,0.0,0.0
29510,Mexico,1984,73489648.0,734058512384.0,276.649,131.437,5492.133,15184.622,327.204,264.65,710.252,11247.675,4058.59,0.0,0.0
29511,Mexico,1985,74872008.0,751167275008.0,287.371,140.849,5779.504,15542.049,340.098,270.912,764.835,11317.729,4262.81,0.0,0.0
29512,Mexico,1986,76224360.0,728181047296.0,293.412,149.785,6072.916,16036.321,352.515,274.975,813.273,11518.59,4482.368,0.0,0.0
29513,Mexico,1987,77553504.0,741613764608.0,306.022,159.837,6378.938,16517.85,364.108,279.387,862.393,11694.096,4713.213,0.0,0.0
29514,Mexico,1988,78892016.0,751820210176.0,305.666,169.905,6684.604,17059.293,375.163,281.955,912.026,11929.874,4945.555,0.0,0.0
29515,Mexico,1989,80233752.0,782981332992.0,323.48,180.026,7008.084,17661.201,387.492,284.029,963.304,12208.301,5193.233,0.0,0.0
29516,Mexico,1990,81720424.0,823577542656.0,317.042,190.762,7325.126,18266.93,403.387,285.876,1016.227,12496.988,5428.875,0.0,320.942
29517,Mexico,1991,83351600.0,865148665856.0,330.133,201.717,7655.26,18785.537,418.896,287.744,1071.495,12685.465,5675.407,0.0,338.299
29518,Mexico,1992,84993160.0,902108282880.0,332.78,213.468,7988.04,19259.529,433.703,289.635,1127.107,12826.675,5924.126,0.0,345.926
29519,Mexico,1993,86648440.0,925343285248.0,338.067,225.857,8326.107,19728.658,451.905,292.247,1182.173,12957.736,6173.924,0.0,352.069
29520,Mexico,1994,88314416.0,972991954944.0,351.528,239.693,8677.635,20220.482,472.153,294.739,1239.075,13098.03,6431.976,0.0,364.018
29521,Mexico,1995,89969568.0,916478951424.0,331.597,250.726,9009.231,20682.736,494.419,298.872,1295.996,13228.688,6669.219,0.0,322.435
29522,Mexico,1996,91586560.0,971219795968.0,345.766,262.998,9354.998,21145.934,519.616,307.581,1358.741,13346.12,6906.062,0.0,341.246
29523,Mexico,1997,93183088.0,1045710700544.0,368.645,275.905,9723.643,21651.502,545.19,319.771,1424.513,13483.044,7158.263,0.0,379.161
29524,Mexico,1998,94767288.0,1105636622336.0,388.357,289.318,10112.0,22185.795,571.457,333.086,1495.601,13628.981,7422.538,0.0,403.684
29525,Mexico,1999,96334808.0,1156619567104.0,390.516,303.219,10502.516,22701.951,597.461,342.491,1565.404,13754.619,7693.941,0.0,410.259
29526,Mexico,2000,97873448.0,1241194692608.0,396.066,317.786,10898.582,23229.225,624.16,352.216,1646.605,13885.827,7957.815,0.0,442.031
29527,Mexico,2001,99394288.0,1251502718976.0,410.698,331.845,11309.28,23750.795,654.799,359.752,1729.492,13996.699,8233.393,0.0,449.98
29528,Mexico,2002,100917080.0,1275458093056.0,411.968,346.393,11721.248,24272.316,689.5,364.941,1821.663,14106.253,8498.751,0.0,453.148
29529,Mexico,2003,102429344.0,1306677477376.0,437.758,361.043,12159.006,24809.26,731.958,370.492,1923.566,14205.438,8771.946,0.0,452.919
29530,Mexico,2004,103945816.0,1373060333568.0,438.857,376.389,12597.862,25331.324,769.84,373.738,2029.213,14288.647,9048.683,0.0,470.42
29531,Mexico,2005,105442400.0,1427076808704.0,463.993,393.062,13061.855,25869.479,816.648,377.611,2134.729,14362.807,9339.806,0.0,490.936
29532,Mexico,2006,106886792.0,1510627082240.0,476.565,410.88,13538.421,26425.113,866.936,383.444,2252.666,14441.875,9624.494,0.0,503.546
29533,Mexico,2007,108302976.0,1572355440640.0,479.787,429.853,14018.208,26950.514,912.776,394.494,2369.94,14487.492,9911.144,0.0,499.895
29534,Mexico,2008,109684496.0,1607400947712.0,492.98,448.491,14511.187,27463.939,953.56,421.088,2488.507,14507.938,10199.541,0.0,517.972
29535,Mexico,2009,111049424.0,1543872708608.0,475.903,466.354,14987.09,27935.006,994.374,442.141,2611.94,14503.102,10472.282,0.0,498.19
29536,Mexico,2010,112532400.0,1637760630784.0,463.783,483.4,15450.873,28404.541,1045.428,454.023,2736.061,14508.854,10731.96,0.0,501.145
29537,Mexico,2011,114150480.0,1716060815360.0,484.165,501.17,15935.037,28864.084,1101.469,461.157,2866.768,14484.232,11004.473,0.0,538.366
29538,Mexico,2012,115755912.0,1785373786112.0,501.569,519.582,16436.605,29335.609,1150.692,469.208,3002.494,14454.187,11294.631,0.0,548.751
29539,Mexico,2013,117290680.0,1810561761280.0,495.485,537.019,16932.092,29795.809,1200.669,477.307,3144.771,14418.903,11572.325,0.0,557.366
29540,Mexico,2014,118755888.0,1851266170880.0,484.114,555.278,17416.205,30427.18,1249.613,486.441,3283.274,14566.158,11841.6,0.0,548.906
29541,Mexico,2015,120149896.0,1899585208320.0,479.52,574.438,17895.725,31142.551,1293.727,495.835,3431.251,14802.01,12100.474,0.0,539.66
29542,Mexico,2016,121519224.0,1923887267840.0,479.79,595.037,18375.514,31948.105,1341.348,504.357,3582.706,15127.776,12352.066,0.0,529.13
29543,Mexico,2017,122839256.0,1964635193344.0,465.621,615.914,18841.135,32671.893,1389.877,511.48,3725.958,15385.942,12597.906,0.0,516.528
29544,Mexico,2018,124013864.0,2006599729152.0,475.269,636.778,19316.404,33396.387,1437.191,518.841,3891.864,15635.167,12831.731,0.0,526.145
29545,Mexico,2019,125085312.0,0.0,472.191,656.276,19788.596,34113.113,1482.459,527.271,4048.962,15879.702,13073.628,0.0,516.618
29546,Mexico,2020,125998296.0,0.0,391.706,676.926,20180.303,34756.059,1502.47,538.113,4198.487,16130.943,13264.308,0.0,432.384
29547,Mexico,2021,126705136.0,0.0,407.205,699.265,20587.508,35423.52,1521.83,550.35,4356.04,16391.197,13460.022,0.0,0.0
38356,Russia,1970,130093008.0,1202686787584.0,1440.679,329.768,25073.779,109844.438,16095.976,0.0,1992.156,88223.188,6655.88,0.0,0.0
38357,Russia,1971,130719656.0,1253060902912.0,1528.855,359.5,26602.633,111752.375,16812.469,13.181,2242.794,88602.266,7174.69,0.0,0.0
38358,Russia,1972,131456440.0,1289356574720.0,1608.55,390.098,28211.184,113728.055,17550.844,25.785,2506.386,88969.398,7738.071,0.0,0.0
38359,Russia,1973,132191632.0,1390779432960.0,1676.483,421.897,29887.666,115789.656,18296.768,40.77,2784.934,89354.516,8343.299,0.0,0.0
38360,Russia,1974,132970440.0,1440623099904.0,1740.323,454.995,31627.988,117904.523,19044.162,57.211,3080.073,89729.047,8991.55,0.0,0.0
38361,Russia,1975,133841848.0,1499251212288.0,1829.332,489.721,33457.32,120112.711,19813.738,75.462,3401.952,90107.914,9676.447,0.0,0.0
38362,Russia,1976,134764464.0,1545586606080.0,1899.786,524.861,35357.105,122385.414,20603.461,95.716,3755.641,90480.828,10377.429,0.0,0.0
38363,Russia,1977,135712064.0,1593194971136.0,1964.405,560.587,37321.512,124709.0,21405.613,117.574,4134.762,90840.016,11102.976,0.0,0.0
38364,Russia,1978,136659136.0,1623481384960.0,2031.869,596.07,39353.379,127079.969,22203.012,141.058,4532.333,91179.117,11880.91,0.0,0.0
38365,Russia,1979,137510304.0,1639588429824.0,2048.72,630.246,41402.102,129472.414,23000.969,153.786,4955.15,91522.836,12661.949,0.0,0.0
38366,Russia,1980,138257424.0,1696830062592.0,2129.329,664.773,43531.434,132005.328,23841.939,166.557,5396.529,91926.422,13461.633,0.0,0.0
38367,Russia,1981,139002880.0,1717132197888.0,2088.785,699.574,45620.215,134460.562,24603.338,179.23,5869.18,92292.859,14268.895,0.0,0.0
38368,Russia,1982,139848000.0,1727461326848.0,2128.166,733.119,47748.383,136937.75,25374.797,191.839,6369.211,92641.891,15079.415,0.0,0.0
38369,Russia,1983,140854112.0,1761922646016.0,2158.351,767.563,49906.734,139429.375,26140.236,204.237,6905.66,92975.172,15889.036,0.0,0.0
38370,Russia,1984,141892544.0,1769234628608.0,2177.516,802.224,52084.25,141945.156,26900.365,216.447,7485.825,93313.43,16679.389,0.0,0.0
38371,Russia,1985,142896384.0,1795626500096.0,2348.382,836.721,54432.629,144629.203,27766.387,229.467,8122.788,93649.094,17477.268,0.0,0.0
38372,Russia,1986,144046480.0,1840205398016.0,2348.803,872.074,56781.434,147319.125,28660.365,240.861,8726.682,93990.211,18281.451,0.0,0.0
38373,Russia,1987,145312016.0,1838644330496.0,2357.851,907.716,59139.285,150008.562,29561.254,251.31,9428.553,94321.805,18990.451,0.0,0.0
38374,Russia,1988,146464384.0,1868131729408.0,2436.908,943.587,61576.191,152769.328,30477.268,274.292,10178.692,94645.664,19702.354,0.0,0.0
38375,Russia,1989,147341504.0,1881091735552.0,2404.825,979.381,63981.02,155487.859,31359.779,296.702,10927.902,94959.375,20417.252,0.0,0.0
38376,Russia,1990,148005696.0,1834865262592.0,2534.865,1013.99,66515.883,158338.641,32113.047,329.924,11715.875,95275.289,21305.27,37.776,2041.725
38377,Russia,1991,148455408.0,1777486528512.0,2405.532,1046.827,68921.414,161025.125,32817.637,363.553,12470.623,95556.242,22149.514,73.26,2078.358
38378,Russia,1992,148725600.0,1555013173248.0,1965.61,1073.544,70887.023,163159.25,33338.746,390.929,13244.773,95724.75,22734.697,104.336,778.828
38379,Russia,1993,148897280.0,1449494315008.0,1865.939,1095.539,72752.961,165141.859,33845.852,412.992,14026.253,95841.414,23244.498,127.83,1114.574
38380,Russia,1994,148829120.0,1295583412224.0,1646.942,1112.014,74399.906,166857.422,34300.102,431.658,14759.038,95910.039,23651.148,145.946,1177.224
38381,Russia,1995,148557456.0,1270544072704.0,1618.951,1128.661,76018.859,168479.312,34778.672,451.636,15458.467,95912.969,24037.787,163.633,1169.386
38382,Russia,1996,148233408.0,1254719356928.0,1586.173,1141.384,77605.031,170186.75,35255.773,471.79,16158.099,96034.242,24398.977,179.005,1254.882
38383,Russia,1997,147939968.0,1299740884992.0,1481.619,1153.657,79086.648,171701.312,35667.453,493.633,16827.18,96067.18,24751.779,192.948,1178.677
38384,Russia,1998,147672720.0,1259447386112.0,1464.543,1165.58,80551.188,173161.172,36067.609,515.482,17500.461,96062.5,25097.232,204.828,1055.893
38385,Russia,1999,147336384.0,1369025019904.0,1493.155,1178.752,82044.344,174642.672,36474.398,539.115,18186.865,96050.836,25447.455,217.764,1010.937
38386,Russia,2000,146844848.0,1540482793472.0,1478.185,1193.865,83522.539,176097.688,36900.844,562.879,18868.297,96027.688,25764.773,231.874,995.829
38387,Russia,2001,146235520.0,1650354421760.0,1514.714,1209.727,85037.242,177578.141,37345.805,587.227,19561.311,95993.43,26087.863,245.312,1112.024
38388,Russia,2002,145590144.0,1773704445952.0,1505.52,1226.843,86542.766,179031.453,37769.312,622.043,20263.682,95941.211,26402.305,258.576,1118.155
38389,Russia,2003,144946720.0,1946812547072.0,1535.293,1245.51,88078.055,180524.906,38194.465,656.586,20998.604,95899.375,26710.559,272.335,1160.474
38390,Russia,2004,144353648.0,2135166287872.0,1541.754,1266.425,89619.805,182027.594,38609.84,696.224,21741.408,95860.32,27019.277,286.64,1183.541
38391,Russia,2005,143800048.0,2320883253248.0,1559.083,1288.681,91178.891,183564.922,39026.258,737.754,22486.592,95838.555,27338.297,301.31,1196.014
38392,Russia,2006,143338672.0,2565919997952.0,1618.246,1313.226,92797.141,185163.938,39462.219,779.911,23252.117,95819.32,27672.398,317.269,1238.385
